SECCODE;BUYSELL;TIME;TRADENO;PRICE;VOLUME
USDRUB_SPT;S;123354887576;;69.60;200000
USD000UTSTOM;S;123354887588;;69.58;111000
USDRUB_SPT;S;123354888800;;69.60;100000
USDRUB_SPT;S;123355016090;;69.60;200000
USDRUB_SPT;S;123355079246;;69.60;200000
USDRUB_SPT;S;123355154095;;69.60;100000
USDRUB_SPT;S;123355354044;;69.60;200000
USDRUB_SPT;S;123355389350;;69.60;100000
USDRUB_SPT;B;123355389362;;69.56;100000
USDRUB_SPT;B;123355389835;;69.55;100000
USDRUB_SPT;B;123355823527;;69.56;100000
USDRUB_SPT;B;123355826254;;69.55;100000
USD000UTSTOM;B;123355887305;;69.55;597000
USDRUB_SPT;B;123355934382;;69.56;100000
USDRUB_SPT;B;123357078769;;69.55;100000
USD000UTSTOM;B;123357290570;;69.56;3000
USDRUB_SPT;S;123357331080;;69.60;200000
USDRUB_SPT;S;123357672411;;69.60;100000
USD000UTSTOM;B;123358022194;185986809;69.56;3000
USD000UTSTOM;B;123358022194;;69.55;597000
USD000UTSTOM;S;123358022194;185986809;69.56;3000
EUR_RUB__TOM;S;123358022822;;79.76;500000
USDRUB_SPT;S;123358025522;;69.60;100000
USD000UTSTOM;S;123358025532;;69.58;161000
EUR_RUB__TOM;S;123358026371;;79.76;50000
USD000UTSTOM;S;123358247420;;69.58;111000
USDRUB_SPT;S;123358247464;;69.60;200000
USDRUB_SPT;S;123358248208;;69.60;100000
USD000UTSTOM;S;123358286473;;69.58;6000
USDRUB_SPT;S;123358292393;;69.60;200000
USDRUB_SPT;S;123358359214;;69.60;100000
USDRUB_SPT;B;123358949475;;69.56;100000
USDRUB_SPT;B;123359503861;;69.55;100000
USDRUB_SPT;B;123359666937;;69.56;100000
USDRUB_SPT;B;123400702094;;69.56;100000
USDRUB_SPT;B;123400702790;;69.56;100000
USDRUB_SPT;B;123400704807;;69.56;100000
USDRUB_SPT;B;123402545475;;69.55;100000
USDRUB_SPT;S;123402559366;;69.60;200000
USDRUB_SPT;B;123402667947;;69.56;100000
USDRUB_SPT;S;123402842521;;69.60;100000
USDRUB_SPT;B;123402845257;;69.55;100000
USDRUB_SPT;B;123402947902;;69.56;100000
USDRUB_SPT;S;123402950925;;69.60;200000
USDRUB_SPT;S;123402956460;;69.60;100000
USDRUB_SPT;B;123402959184;;69.55;100000
USD000UTSTOM;B;123403359656;;69.55;10000
USDRUB_SPT;B;123403365632;;69.56;100000
USDRUB_SPT;B;123405714193;;69.55;100000
USDRUB_SPT;B;123405838491;;69.56;100000
USD000UTSTOM;B;123406105191;;69.56;555000
USDRUB_SPT;B;123408053160;;69.56;100000
USDRUB_SPT;B;123408812835;;69.56;200000
USDRUB_SPT;B;123408813330;;69.56;100000
USDRUB_SPT;B;123408815699;;69.56;200000
EUR_RUB__TOM;B;123409256174;185986811;79.70;645000
EUR_RUB__TOM;B;123409256174;;79.68;174000
EUR_RUB__TOM;S;123409256174;;79.70;645000
EUR_RUB__TOM;S;123409256174;185986811;79.70;645000
EUR_RUB__TOM;S;123409256174;;79.76;50000
EUR_RUB__TOM;B;123409667930;;79.70;350000
USDRUB_SPT;B;123409667960;;69.56;100000
USDRUB_SPT;B;123409670659;;69.56;200000
USDRUB_SPT;S;123410074898;;69.60;200000
USDRUB_SPT;S;123410214429;;69.60;100000
USD000UTSTOM;B;123410262411;185986812;69.56;10000
USD000UTSTOM;B;123410262411;;69.56;545000
USD000UTSTOM;S;123410262411;185986812;69.56;10000
USDRUB_SPT;B;123410376408;;69.56;100000
USDRUB_SPT;S;123410529636;;69.60;200000
USDRUB_SPT;S;123410532497;;69.60;100000
USDRUB_SPT;S;123410642321;;69.60;200000
EUR_RUB__TOM;B;123411152107;185986813;79.70;350000
EUR_RUB__TOM;B;123411152107;;79.68;174000
EUR_RUB__TOM;S;123411152107;;79.70;350000
EUR_RUB__TOM;S;123411152107;185986813;79.70;350000
EUR_RUB__TOM;S;123411152107;;79.76;50000
EUR_RUB__TOM;S;123411152612;;79.76;500000
USD000UTSTOM;B;123411964136;185986814;69.56;2000
USD000UTSTOM;B;123411964136;;69.56;543000
USD000UTSTOM;S;123411964136;185986814;69.56;2000
EUR_RUB__TOM;S;123411964710;;79.76;50000
EUR_RUB__TOM;S;123412009703;;79.75;20000
EUR_RUB__TOM;S;123412217901;;79.75;40000
EUR_RUB__TOM;S;123412218426;;79.75;50000
USDRUB_SPT;S;123412700124;;69.60;100000
USDRUB_SPT;S;123414262183;;69.60;200000
USDRUB_SPT;S;123414415038;;69.60;100000
USDRUB_SPT;S;123416582376;;69.60;200000
EUR_RUB__TOM;S;123417747944;;79.75;20000
EUR_RUB__TOM;S;123417748547;;79.74;50000
USDRUB_SPT;S;123418305782;;69.60;100000
USDRUB_SPT;S;123418430569;;69.60;200000
USDRUB_SPT;B;123418544285;;69.56;100000
USDRUB_SPT;B;123418547031;;69.56;100000
USDRUB_SPT;S;123419388821;;69.60;200000
USDRUB_SPT;B;123419685170;;69.56;100000
USDRUB_SPT;S;123419685174;;69.60;100000
USDRUB_SPT;B;123419687888;;69.56;100000
USDRUB_SPT;S;123419690629;;69.60;200000
USDRUB_SPT;S;123419856895;;69.60;200000
USDRUB_SPT;S;123420099071;;69.60;200000
USDRUB_SPT;S;123420475167;;69.60;200000
USDRUB_SPT;S;123420477928;;69.60;100000
USDRUB_SPT;S;123420733375;;69.60;200000
USDRUB_SPT;B;123420738992;;69.56;200000
USDRUB_SPT;S;123420744640;;69.60;100000
USDRUB_SPT;B;123420788784;;69.56;100000
USDRUB_SPT;S;123421792806;;69.60;200000
USDRUB_SPT;S;123421795666;;69.60;100000
USD000UTSTOM;B;123422022255;185986815;69.58;1000
USD000UTSTOM;S;123422022255;185986815;69.58;1000
USD000UTSTOM;S;123422022255;;69.58;5000
USD000UTSTOM;B;123422029935;185986816;69.58;1000
USD000UTSTOM;S;123422029935;185986816;69.58;1000
USD000UTSTOM;S;123422029935;;69.58;4000
USD000UTSTOM;B;123422037023;185986817;69.56;1000
USD000UTSTOM;B;123422037023;;69.56;542000
USD000UTSTOM;S;123422037023;185986817;69.56;1000
USDRUB_SPT;S;123423110319;;69.60;200000
USDRUB_SPT;S;123423113046;;69.60;100000
EUR_RUB__TOM;S;123424690452;;79.75;20000
EUR_RUB__TOM;S;123424690995;;79.74;50000
EUR_RUB__TOM;S;123424691511;;79.75;20000
EUR_RUB__TOM;S;123424691891;;79.74;50000
EUR_RUB__TOM;S;123424692384;;79.75;20000
USDRUB_SPT;B;123424949530;;69.56;200000
USDRUB_SPT;B;123424952358;;69.56;100000
EUR_RUB__TOM;B;123425932607;;79.68;250000
EUR_RUB__TOM;S;123426292878;;79.74;50000
USDRUB_SPT;B;123426381959;;69.56;100000
USDRUB_SPT;B;123426382695;;69.56;100000
USDRUB_SPT;B;123426384692;;69.56;100000
USD000UTSTOM;B;123428021677;185986819;69.56;1000
USD000UTSTOM;B;123428021677;;69.56;541000
USD000UTSTOM;S;123428021677;185986819;69.56;1000
USDRUB_SPT;B;123428163820;;69.56;100000
USDRUB_SPT;B;123428176669;;69.56;100000
USD000UTSTOM;B;123428226524;185986820;69.58;4000
USD000UTSTOM;B;123428226524;;69.58;196000
USD000UTSTOM;S;123428226524;185986820;69.58;4000
USD000UTSTOM;S;123428226524;;69.58;111000
USD000UTSTOM;B;123428226524;185986821;69.58;72000
USD000UTSTOM;B;123428226524;;69.58;124000
USD000UTSTOM;S;123428226524;185986821;69.58;72000
USD000UTSTOM;S;123428226524;;69.58;39000
USD000UTSTOM;B;123428226524;185986822;69.58;39000
USD000UTSTOM;B;123428226524;;69.58;85000
USD000UTSTOM;S;123428226524;185986822;69.58;39000
USD000UTSTOM;S;123428226524;;69.59;50000
EUR_RUB__TOM;S;123428227305;;79.75;20000
USDRUB_SPT;S;123428227403;;69.60;100000
USD000UTSTOM;B;123428229084;185986823;69.58;56000
USD000UTSTOM;B;123428229084;;69.58;29000
USD000UTSTOM;S;123428229084;;69.58;56000
USD000UTSTOM;S;123428229084;185986823;69.58;56000
USD000UTSTOM;S;123428229084;;69.59;50000
USDRUB_SPT;S;123428230188;;69.61;100000
USD000UTSTOM;S;123428230231;;69.59;50000
EUR_RUB__TOM;B;123428230239;;79.71;50000
USDRUB_SPT;S;123428231151;;69.61;100000
USDRUB_SPT;S;123428232119;;69.61;100000
USD000UTSTOM;B;123428259183;185986824;69.58;10000
USD000UTSTOM;B;123428259183;;69.58;19000
USD000UTSTOM;S;123428259183;;69.58;10000
USD000UTSTOM;S;123428259183;185986824;69.58;10000
USD000UTSTOM;S;123428259183;;69.59;50000
USDRUB_SPT;B;123428278453;;69.57;100000
USDRUB_SPT;B;123428278886;;69.56;100000
USDRUB_SPT;B;123428380033;;69.57;100000
USDRUB_SPT;B;123428380485;;69.56;100000
USDRUB_SPT;B;123428479803;;69.57;100000
USDRUB_SPT;B;123428480268;;69.56;100000
USDRUB_SPT;B;123428603404;;69.57;100000
USDRUB_SPT;B;123428603877;;69.57;100000
USDRUB_SPT;B;123428719299;;69.57;100000
USDRUB_SPT;B;123428719729;;69.57;100000
USDRUB_SPT;B;123428820500;;69.57;100000
USDRUB_SPT;B;123428980719;;69.57;200000
USDRUB_SPT;B;123428983526;;69.57;100000
USDRUB_SPT;B;123429112331;;69.57;200000
EUR_RUB__TOM;B;123429742163;185986825;79.71;1000
EUR_RUB__TOM;B;123429742163;;79.71;49000
EUR_RUB__TOM;S;123429742163;;79.71;1000
EUR_RUB__TOM;S;123429742163;185986825;79.71;1000
EUR_RUB__TOM;S;123429742163;;79.75;20000
EUR_RUB__TOM;B;123429742774;;79.69;86000
EUR_RUB__TOM;B;123429745688;;79.71;50000
USDRUB_SPT;B;123430052690;;69.57;100000
EUR_RUB__TOM;B;123430088851;185986826;79.75;3000
EUR_RUB__TOM;S;123430088851;185986826;79.75;3000
EUR_RUB__TOM;S;123430088851;;79.75;17000
USDRUB_SPT;B;123430187291;;69.57;200000
USDRUB_SPT;S;123430191456;;69.61;100000
USDRUB_SPT;B;123430194266;;69.57;100000
USDRUB_SPT;S;123430202320;;69.61;100000
USDRUB_SPT;B;123430326301;;69.57;200000
USDRUB_SPT;S;123430326312;;69.61;100000
USDRUB_SPT;S;123430665065;;69.61;100000
USDRUB_SPT;B;123430980427;;69.57;100000
USDRUB_SPT;B;123431224620;;69.57;100000
USD000UTSTOM;B;123431482777;185986828;69.58;19000
USD000UTSTOM;B;123431482777;;69.56;25000
USD000UTSTOM;S;123431482777;;69.58;20000
USD000UTSTOM;S;123431482777;185986828;69.58;19000
USD000UTSTOM;S;123431482777;;69.58;1000
USDRUB_SPT;B;123431483402;;69.57;200000
EUR_RUB__TOM;B;123431483425;;79.69;86000
USDRUB_SPT;B;123431486107;;69.56;200000
USDRUB_SPT;S;123431486200;;69.61;100000
USDRUB_SPT;S;123431487929;;69.61;100000
USDRUB_SPT;B;123431496658;;69.56;100000
USDRUB_SPT;S;123431595153;;69.61;100000
EUR_RUB__TOM;B;123431599940;;79.68;50000
USDRUB_SPT;B;123431673311;;69.56;100000
USDRUB_SPT;B;123431676076;;69.56;100000
USD000UTSTOM;B;123431769579;;69.56;5000
USDRUB_SPT;B;123431776009;;69.56;100000
EUR_RUB__TOM;B;123434163018;;79.68;3000
USDRUB_SPT;B;123434317206;;69.56;100000
USDRUB_SPT;B;123435273668;;69.57;100000
USDRUB_SPT;B;123435274344;;69.56;100000
USDRUB_SPT;B;123435748677;;69.57;100000
USDRUB_SPT;B;123435918127;;69.56;100000
USDRUB_SPT;B;123436040123;;69.56;100000
USD000UTSTOM;B;123436077751;;69.56;25000
USDRUB_SPT;B;123436080865;;69.56;100000
USDRUB_SPT;B;123436181135;;69.56;100000
USD000UTSTOM;B;123436897863;;69.56;30000
USDRUB_SPT;B;123437505583;;69.56;100000
USDRUB_SPT;B;123437508351;;69.56;100000
USDRUB_SPT;S;123437511133;;69.61;100000
USDRUB_SPT;S;123437657493;;69.61;100000
USDRUB_SPT;S;123439555693;;69.61;100000
USD000UTSTOM;B;123440031657;185986830;69.56;1000
USD000UTSTOM;B;123440031657;;69.56;29000
USD000UTSTOM;S;123440031657;185986830;69.56;1000
USDRUB_SPT;S;123440126824;;69.61;100000
USDRUB_SPT;B;123440230348;;69.56;100000
USDRUB_SPT;B;123440233063;;69.56;100000
USDRUB_SPT;S;123441604948;;69.61;100000
USDRUB_SPT;S;123442015780;;69.61;100000
USDRUB_SPT;B;123442018579;;69.56;100000
USDRUB_SPT;B;123442028579;;69.56;100000
USDRUB_SPT;S;123442153256;;69.61;100000
USDRUB_SPT;B;123442272535;;69.56;100000
USDRUB_SPT;B;123442585008;;69.56;100000
USDRUB_SPT;S;123442585032;;69.61;100000
USDRUB_SPT;S;123442686509;;69.61;100000
USDRUB_SPT;B;123442928060;;69.56;100000
USDRUB_SPT;B;123442930785;;69.56;100000
USDRUB_SPT;S;123448720636;;69.60;100000
USDRUB_SPT;S;123448723610;;69.61;100000
USDRUB_SPT;S;123448889994;;69.60;100000
USDRUB_SPT;B;123449292305;;69.56;100000
USDRUB_SPT;S;123450017197;;69.61;100000
USDRUB_SPT;S;123450145629;;69.60;100000
USDRUB_SPT;S;123450651506;;69.61;100000
USD000UTSTOM;B;123452033361;185986833;69.58;1000
USD000UTSTOM;S;123452033361;185986833;69.58;1000
USD000UTSTOM;S;123452033361;;69.59;50000
USD000UTSTOM;B;123454026382;185986834;69.56;1000
USD000UTSTOM;B;123454026382;;69.56;28000
USD000UTSTOM;S;123454026382;185986834;69.56;1000
USD000UTSTOM;S;123454033827;;69.59;50000
USD000UTSTOM;S;123454033840;;69.59;50000
USDRUB_SPT;S;123454034540;;69.61;100000
USDRUB_SPT;B;123454042149;;69.57;100000
USDRUB_SPT;B;123454044860;;69.56;100000
USDRUB_SPT;B;123454199727;;69.57;100000
USDRUB_SPT;B;123455563122;;69.56;100000
USD000UTSTOM;B;123457129238;;69.56;42000
USDRUB_SPT;B;123457321246;;69.57;100000
USD000UTSTOM;B;123458085970;;69.56;1000000
USD000UTSTOM;B;123500237139;;69.56;5000
USD000UTSTOM;B;123500396746;;69.56;10000
USD000UTSTOM;B;123501791742;;69.56;28000
USDRUB_SPT;B;123501792011;;69.56;100000
EUR_RUB__TOM;S;123503348730;;79.72;10000
USDRUB_SPT;B;123508820690;;69.57;100000
USDRUB_SPT;B;123508826177;;69.56;100000
USDRUB_SPT;B;123508950582;;69.57;100000
USDRUB_SPT;B;123509298368;;69.57;100000
USD000UTSTOM;S;123509298403;;69.59;50000
USDRUB_SPT;B;123509301387;;69.56;100000
EUR_RUB__TOM;B;123509318230;185986840;79.68;1000
EUR_RUB__TOM;B;123509318230;;79.68;2000
EUR_RUB__TOM;S;123509318230;185986840;79.68;1000
USDRUB_SPT;B;123509426408;;69.57;100000
USDRUB_SPT;B;123509426881;;69.57;100000
USDRUB_SPT;B;123509529029;;69.57;100000
EUR_RUB__TOM;B;123510032668;185986841;79.72;1000
EUR_RUB__TOM;S;123510032668;185986841;79.72;1000
EUR_RUB__TOM;S;123510032668;;79.72;9000
USD000UTSTOM;B;123510040559;185986842;69.56;1000
USD000UTSTOM;B;123510040559;;69.56;27000
USD000UTSTOM;S;123510040559;185986842;69.56;1000
USD000UTSTOM;S;123511094638;;69.58;30000
USDRUB_SPT;B;123511097883;;69.57;100000
USDRUB_SPT;S;123511097930;;69.61;100000
USDRUB_SPT;B;123511100536;;69.56;100000
USDRUB_SPT;S;123511139375;;69.61;100000
USDRUB_SPT;B;123511204005;;69.57;100000
USDRUB_SPT;S;123511238969;;69.61;100000
USDRUB_SPT;S;123512218820;;69.61;100000
USDRUB_SPT;S;123512404164;;69.61;100000
USDRUB_SPT;S;123512551939;;69.61;100000
USDRUB_SPT;B;123512557429;;69.56;100000
USDRUB_SPT;B;123512657069;;69.57;100000
USD000UTSTOM;B;123514073096;;69.58;500000
USDRUB_SPT;B;123514073620;;69.58;200000
USDRUB_SPT;B;123514074093;;69.57;200000
EUR_RUB__TOM;B;123514075865;;79.70;50000
USDRUB_SPT;B;123514214322;;69.58;200000
USDRUB_SPT;B;123514214808;;69.57;200000
USDRUB_SPT;B;123514414530;;69.58;200000
USDRUB_SPT;B;123514415003;;69.57;200000
USDRUB_SPT;B;123514515038;;69.58;200000
USD000UTSTOM;B;123516756631;185986844;69.58;1000
USD000UTSTOM;S;123516756631;185986844;69.58;1000
USD000UTSTOM;S;123516756631;;69.58;29000
USD000UTSTOM;B;123518023732;185986845;69.58;1000
USD000UTSTOM;S;123518023732;185986845;69.58;1000
USD000UTSTOM;S;123518023732;;69.58;28000
USD000UTSTOM;B;123518178980;185986847;69.58;12000
USD000UTSTOM;B;123518178980;;69.58;488000
USD000UTSTOM;S;123518178980;185986847;69.58;12000
USD000UTSTOM;B;123519491330;185986849;69.58;3000
USD000UTSTOM;B;123519491330;;69.58;485000
USD000UTSTOM;S;123519491330;185986849;69.58;3000
EUR_RUB__TOM;B;123521489843;;79.71;2000
USDRUB_SPT;S;123521700874;;69.61;100000
USDRUB_SPT;S;123521701688;;69.62;100000
USD000UTSTOM;B;123521805033;185986850;69.58;50000
USD000UTSTOM;B;123521805033;;69.58;435000
USD000UTSTOM;S;123521805033;;69.57;50000
USD000UTSTOM;S;123521805033;185986850;69.58;50000
USD000UTSTOM;S;123521805033;;69.58;28000
USD000UTSTOM;B;123522036240;185986851;69.58;1000
USD000UTSTOM;B;123522036240;;69.58;434000
USD000UTSTOM;S;123522036240;185986851;69.58;1000
USDRUB_SPT;B;123522042436;;69.58;100000
EUR_RUB__TOM;B;123522190897;185986852;79.72;4000
EUR_RUB__TOM;S;123522190897;185986852;79.72;4000
EUR_RUB__TOM;S;123522190897;;79.72;5000
EUR_RUB__TOM;B;123523410797;;79.70;50000
USD000UTSTOM;B;123523608330;185986853;69.58;28000
USD000UTSTOM;B;123523608330;;69.61;17000
USD000UTSTOM;S;123523608330;185986853;69.58;28000
USD000UTSTOM;S;123523608330;;69.60;50000
USD000UTSTOM;B;123523608330;185986854;69.60;17000
USD000UTSTOM;B;123523608330;;69.58;434000
USD000UTSTOM;S;123523608330;185986854;69.60;17000
USD000UTSTOM;S;123523608330;;69.60;33000
USD000UTSTOM;S;123523611759;;69.60;50000
USDRUB_SPT;B;123523611776;;69.58;200000
USDRUB_SPT;S;123523611785;;69.62;100000
USD000UTSTOM;S;123523611792;;69.61;50000
USDRUB_SPT;S;123523612616;;69.62;100000
USDRUB_SPT;S;123523613141;;69.63;100000
USDRUB_SPT;B;123523619406;;69.58;100000
USDRUB_SPT;B;123523731753;;69.58;200000
USDRUB_SPT;S;123523828927;;69.63;200000
USD000UTSTOM;B;123524171800;;69.59;30000
EUR_RUB__TOM;B;123524172268;;79.69;84000
USDRUB_SPT;B;123524172310;;69.58;100000
USDRUB_SPT;B;123524172772;;69.58;100000
EUR_RUB__TOM;B;123524175068;;79.71;50000
USDRUB_SPT;B;123524175080;;69.58;100000
USDRUB_SPT;S;123524175091;;69.63;100000
USD000UTSTOM;S;123524175097;;69.61;1000
EUR_RUB__TOM;B;123524259443;185986855;79.72;2000
EUR_RUB__TOM;S;123524259443;185986855;79.72;2000
EUR_RUB__TOM;S;123524259443;;79.72;3000
USDRUB_SPT;B;123524281107;;69.59;100000
USDRUB_SPT;B;123524281533;;69.58;100000
USDRUB_SPT;S;123524326320;;69.63;100000
USDRUB_SPT;B;123524381974;;69.59;100000
USDRUB_SPT;B;123524382459;;69.58;100000
USDRUB_SPT;S;123524426614;;69.63;100000
USDRUB_SPT;S;123524427046;;69.63;100000
USDRUB_SPT;B;123524491303;;69.59;100000
USDRUB_SPT;B;123524491718;;69.58;100000
USDRUB_SPT;S;123524539142;;69.63;100000
USDRUB_SPT;B;123524626192;;69.59;100000
USD000UTSTOM;B;123526077075;185986856;69.59;30000
USD000UTSTOM;B;123526077075;;69.58;434000
USD000UTSTOM;S;123526077075;;69.58;33000
USD000UTSTOM;S;123526077075;185986856;69.59;30000
USD000UTSTOM;S;123526077075;;69.58;3000
EUR_RUB__TOM;B;123526077601;;79.69;37000
EUR_RUB__TOM;B;123526078494;;79.69;87000
EUR_RUB__TOM;B;123526080464;;79.69;37000
EUR_RUB__TOM;B;123526080634;;79.70;50000
USDRUB_SPT;S;123526080661;;69.64;100000
USDRUB_SPT;B;123526080714;;69.58;200000
USDRUB_SPT;B;123526197907;;69.58;200000
USDRUB_SPT;S;123526197934;;69.62;100000
USDRUB_SPT;B;123526198414;;69.58;200000
USDRUB_SPT;S;123526198456;;69.63;100000
USD000UTSTOM;B;123526269906;;69.58;18000
USDRUB_SPT;S;123526389322;;69.62;100000
USDRUB_SPT;B;123526389330;;69.58;200000
USDRUB_SPT;S;123526389786;;69.63;100000
USDRUB_SPT;S;123526518638;;69.62;100000
USDRUB_SPT;S;123526519088;;69.63;100000
USDRUB_SPT;S;123526619376;;69.62;100000
USDRUB_SPT;S;123526619819;;69.63;100000
USDRUB_SPT;S;123526733497;;69.62;100000
USDRUB_SPT;S;123526734004;;69.62;100000
USDRUB_SPT;S;123526901876;;69.62;100000
USDRUB_SPT;S;123526902377;;69.62;100000
USDRUB_SPT;S;123527006311;;69.62;100000
USDRUB_SPT;S;123528475964;;69.62;100000
USDRUB_SPT;S;123528591551;;69.62;100000
EUR_RUB__TOM;B;123530023993;185986858;79.72;2000
EUR_RUB__TOM;S;123530023993;185986858;79.72;2000
EUR_RUB__TOM;S;123530023993;;79.72;1000
EUR_RUB__TOM;B;123530031787;185986859;79.72;1000
EUR_RUB__TOM;S;123530031787;185986859;79.72;1000
EUR_RUB__TOM;S;123530031787;;79.73;10000
USD000UTSTOM;B;123531657113;185986860;69.58;18000
USD000UTSTOM;B;123531657113;;69.58;434000
USD000UTSTOM;S;123531657113;185986860;69.58;18000
USD000UTSTOM;B;123531657113;185986861;69.58;434000
USD000UTSTOM;B;123531657113;;69.57;50000
USD000UTSTOM;S;123531657113;185986861;69.58;434000
USD000UTSTOM;B;123531657113;185986862;69.57;48000
USD000UTSTOM;B;123531657113;;69.57;2000
USD000UTSTOM;S;123531657113;185986862;69.57;48000
EUR_RUB__TOM;B;123531657888;;79.69;86000
USD000UTSTOM;B;123531658068;;69.56;159000
USD000UTSTOM;B;123531659507;;69.56;109000
USD000UTSTOM;B;123531660382;;69.56;9000
USDRUB_SPT;B;123531661013;;69.56;100000
USDRUB_SPT;S;123531661027;;69.62;100000
USDRUB_SPT;B;123531662540;;69.56;200000
EUR_RUB__TOM;B;123531666667;;79.68;50000
USDRUB_SPT;B;123531704249;;69.56;100000
USDRUB_SPT;S;123531778539;;69.61;100000
USDRUB_SPT;S;123531778970;;69.62;100000
USDRUB_SPT;S;123531897512;;69.61;100000
USDRUB_SPT;S;123531897990;;69.62;100000
USDRUB_SPT;S;123532029125;;69.61;100000
USDRUB_SPT;S;123532029609;;69.62;100000
USDRUB_SPT;S;123532141639;;69.61;100000
USDRUB_SPT;S;123532142096;;69.61;100000
USDRUB_SPT;B;123532144482;;69.56;100000
USDRUB_SPT;S;123532261591;;69.61;100000
USDRUB_SPT;S;123532262031;;69.61;100000
USDRUB_SPT;S;123532421877;;69.61;100000
USDRUB_SPT;B;123533519861;;69.56;100000
USDRUB_SPT;B;123533658046;;69.56;100000
USD000UTSTOM;B;123534077748;185986863;69.58;3000
USD000UTSTOM;B;123534077748;;69.58;27000
USD000UTSTOM;S;123534077748;185986863;69.58;3000
USD000UTSTOM;S;123534077748;;69.59;50000
EUR_RUB__TOM;B;123534078378;;79.68;250000
EUR_RUB__TOM;B;123534081064;;79.70;50000
USD000UTSTOM;S;123534081074;;69.59;50000
USD000UTSTOM;S;123534081125;;69.60;50000
USDRUB_SPT;S;123534081170;;69.61;100000
USDRUB_SPT;B;123534081178;;69.57;100000
USD000UTSTOM;S;123534081642;;69.61;50000
USDRUB_SPT;S;123534082538;;69.62;100000
USD000UTSTOM;S;123534082984;;69.60;50000
USDRUB_SPT;S;123534083046;;69.62;100000
USDRUB_SPT;B;123534085045;;69.56;200000
USDRUB_SPT;B;123534086603;;69.57;100000
USD000UTSTOM;S;123534086717;;69.61;100000
USD000UTSTOM;S;123534086731;;69.61;50000
USDRUB_SPT;B;123534087027;;69.56;100000
USDRUB_SPT;S;123534087486;;69.63;100000
USDRUB_SPT;B;123534094139;;69.56;200000
USDRUB_SPT;B;123534099121;;69.58;100000
USDRUB_SPT;B;123534099524;;69.56;100000
USDRUB_SPT;B;123534201817;;69.57;100000
USDRUB_SPT;B;123534202276;;69.57;100000
USDRUB_SPT;B;123534302909;;69.57;100000
USDRUB_SPT;B;123534303393;;69.57;100000
USDRUB_SPT;B;123534412536;;69.57;100000
USDRUB_SPT;B;123534698103;;69.57;100000
USDRUB_SPT;S;123534698115;;69.63;100000
USD000UTSTOM;S;123534700935;;69.61;100000
USDRUB_SPT;S;123534867476;;69.62;100000
USDRUB_SPT;S;123534867952;;69.62;100000
USDRUB_SPT;S;123535017946;;69.62;100000
USDRUB_SPT;S;123535395524;;69.62;100000
USDRUB_SPT;S;123535568147;;69.62;100000
USDRUB_SPT;S;123535720550;;69.63;100000
USDRUB_SPT;S;123535871179;;69.62;100000
USDRUB_SPT;S;123535871628;;69.62;100000
USDRUB_SPT;S;123535981806;;69.62;100000
USDRUB_SPT;B;123536477318;;69.58;100000
USDRUB_SPT;S;123536480108;;69.62;100000
USDRUB_SPT;B;123536584726;;69.58;100000
USDRUB_SPT;B;123537836764;;69.58;100000
USDRUB_SPT;S;123537836771;;69.62;100000
USDRUB_SPT;S;123537842332;;69.62;100000
USDRUB_SPT;B;123538017379;;69.58;100000
USDRUB_SPT;S;123538440022;;69.63;100000
USDRUB_SPT;S;123538613072;;69.62;100000
USDRUB_SPT;S;123538613551;;69.62;100000
USDRUB_SPT;S;123538810932;;69.62;100000
USDRUB_SPT;S;123538811411;;69.62;100000
USDRUB_SPT;S;123538923583;;69.62;100000
USDRUB_SPT;S;123539548288;;69.62;100000
EUR_RUB__TOM;B;123540020677;185986864;79.70;1000
EUR_RUB__TOM;B;123540020677;;79.70;49000
EUR_RUB__TOM;S;123540020677;185986864;79.70;1000
EUR_RUB__TOM;B;123540021350;;79.68;386000
EUR_RUB__TOM;B;123540024489;;79.70;50000
USDRUB_SPT;S;123543097513;;69.62;100000
USDRUB_SPT;S;123543100301;;69.62;100000
USDRUB_SPT;S;123544299747;;69.62;100000
USDRUB_SPT;S;123544302420;;69.62;100000
USDRUB_SPT;S;123545339983;;69.62;100000
USDRUB_SPT;S;123545342737;;69.62;100000
USDRUB_SPT;S;123546550855;;69.62;100000
USDRUB_SPT;B;123546550865;;69.58;100000
USDRUB_SPT;S;123546676588;;69.62;100000
USDRUB_SPT;S;123548010948;;69.62;100000
USDRUB_SPT;S;123550565928;;69.63;100000
USDRUB_SPT;B;123550565948;;69.58;100000
USDRUB_SPT;B;123550666876;;69.58;100000
USDRUB_SPT;S;123551248166;;69.62;100000
USDRUB_SPT;S;123551248877;;69.63;100000
USDRUB_SPT;S;123551253706;;69.63;100000
USDRUB_SPT;S;123551398476;;69.62;100000
USDRUB_SPT;S;123551398929;;69.63;100000
USDRUB_SPT;S;123551498770;;69.62;100000
USDRUB_SPT;S;123551578792;;69.63;100000
EUR_RUB__TOM;B;123552023785;185986866;79.73;1000
EUR_RUB__TOM;S;123552023785;185986866;79.73;1000
EUR_RUB__TOM;S;123552023785;;79.73;9000
USDRUB_SPT;S;123552275513;;69.63;100000
USD000UTSTOM;S;123552275525;;69.61;50000
USDRUB_SPT;S;123552398443;;69.63;100000
USD000UTSTOM;B;123554020027;185986867;69.58;1000
USD000UTSTOM;B;123554020027;;69.58;26000
USD000UTSTOM;S;123554020027;185986867;69.58;1000
